央视,#genre#
爱谍战,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/1.m3u8
爱悬疑,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/1.m3u8
爱家庭,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230118/1.m3u8
爱青春,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230130/1.m3u8
爱经典,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230101/1.m3u8
爱都市,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230104/1.m3u8
爱奇谈,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230023/1.m3u8
爱体育,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/1.m3u8
爱娱乐,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/1.m3u8
爱军武,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/1.m3u8
爱幼教,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230086/1.m3u8
爱猎奇,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/1.m3u8
爱历史,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/1.m3u8
爱科学,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/1.m3u8
爱时尚,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/1.m3u8
爱探索,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/1.m3u8
爱动漫,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230136/1.m3u8
爱赛车,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/1.m3u8
Channel V音乐台,rtmp://ivi.bupt.edu.cn:1935/livetv/channelv
求索一,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8
求索二,http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8
求索三,http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8
求索四,http://39.134.65.162/PLTV/88888888/224/3221225730/index.m3u8
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索生活,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8
求索记录,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8
求索科学移动2,http://39.134.182.236/PLTV/88888888/224/3221226608/index.m3u8
求索科学全网通,http://125.210.152.18:9090/live/QSKX_1200.m3u8
求索动物全网通,http://125.210.152.18:9090/live/QW_1200.m3u8
求索生活全网通,http://125.210.152.18:9090/live/QSSH_1200.m3u8
Star Sports,rtmp://58.200.131.2:1935/livetv/starsports
Channel,rtmp://58.200.131.2:1935/livetv/channelv
探索频道,rtmp://58.200.131.2:1935/livetv/discovery
国家地理频道,rtmp://58.200.131.2:1935/livetv/natlgeo
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
CCTV发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8
CCTV老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
CCTV女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226237/index.m3u8
相声小品,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226346/index.m3u8

感奥苔高清,#genre#
有线18台,rtmp://59.124.75.130/sat/hk042
中视,rtmp://59.124.75.130/sat/tv091
华视,rtmp://59.124.75.130/sat/tv112
台视,rtmp://59.124.75.130/sat/tv071
民视,rtmp://59.124.75.130/sat/tv052
TVBS·欢乐台,rtmp://59.124.75.130/sat/tv422
TVBS·欢乐台,rtmp://59.124.75.130/sat/tv421
TVBS·新闻台,rtmp://59.124.75.130/sat/tv552
纬来体育,rtmp://59.124.75.130/sat/tv721
纬来体育,rtmp://59.124.75.130:1935/sat/tv721
纬来育乐,rtmp://59.124.75.130/sat/tv701
纬来育乐,rtmp://59.124.75.130/sat/tv702
纬来育乐,rtmp://59.124.75.130:1935/sat/tv701
纬来日本,rtmp://59.124.75.130:1935/sat/tv521
纬来日本,rtmp://59.124.75.130/sat/tv522
爱尔达体育一,rtmp://59.124.75.130/sat/md011
东森超视,rtmp://59.124.75.130/sat/tv772
东森超视,rtmp://59.124.75.130:1935/sat/tv771
东森超视,rtmp://59.124.75.130/sat/tv771
博斯魅力,rtmp://59.124.75.130/sat/md042
东森财经新闻,rtmp://59.124.75.130:1935/sat/tv571
MoMo综合台,rtmp://59.124.75.130/sat/tv761
TVBS欢乐,rtmp://59.124.75.130:1935/sat/tv421
TVBS新闻,rtmp://59.124.75.130:1935/sat/tv551
Mono综合,rtmp://59.124.75.130:1935/sat/tv761
FOX体育,rtmp://59.124.75.130:1935/sat/tv731
FOX2体育,rtmp://59.124.75.130:1935/sat/tv741
TVBS新聞,rtmp://59.124.75.130/sat/tv551
﻿感奥苔极速,#genre#
翡翠台,http://23.224.121.115/dai/tang.php?id=jade
翡翠台1,http://116.199.5.52:8114/index.m3u8?Fsv_chan_hls_se_idx=188&FvSeid=1&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=2&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=.m3u8&Fsv_CMSID=&Fsv_otype=1
莲花卫视,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
英国sky TG24,http://skyianywhere2-i.akamaihd.net:80/hls/live/200275/tg24/playlist.m3u8
CNN,http://218.202.220.2:5000/nn_live.ts?id=CNN
星空卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/startv
星空卫视,rtmp://58.200.131.2:1935/livetv/startv
星空音乐,rtmp://58.200.131.3:1935/livetv/channelv
亚旅卫视,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
国家地理,rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo
探索频道,rtmp://ivi.bupt.edu.cn:1935/livetv/discovery
星空体育,rtmp://ivi.bupt.edu.cn:1935/livetv/starsports
亞洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
中国环球电视,http://live.cgtn.com/500/prog_index.m3u8
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
Fox Family,https://livecdn.fptplay.net/hda/foxfamilymovies_hls.smil/chunklist_b2500000.m3u8
﻿感奥苔极速2,#genre#

耀才財經台1,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
耀才財經台1,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳视资讯,http://61.244.22.5/ch5/info_ch5.live/master.m3u8
凤凰香港台,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰香港台,http://223.82.250.72/live/fhhongkong/1.m3u8
凤凰香港台,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/index.m3u8
凤凰卫视中文台,http://117.169.120.138:8080/live/fhchinese/.m3u8
凤凰卫视中文台,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰卫视中文台1,http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8
凤凰卫视香港台,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=3804
鳳凰資訊,http://117.169.120.138:8080/live/fhzixun/.m3u8
鳳凰資訊,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰卫视资讯台,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
﻿感奥苔测试,#genre#
 HKC电影台,mitv://ns2.hellotvvod.com:9906/29fc6c424bb04f4abf5701ae4dbe59e8.ts
 凤凰电影台,mitv://ns2.hellotvvod.com:9906/6bd66634bff74f80a56740b285a3e358.ts
 卫视电影台,mitv://ns2.hellotvvod.com:9906/a6982db5fa984f8f88268a8d963b2d22.ts
 东森电影台,mitv://ns2.hellotvvod.com:9906/b252c84d685147e982631f11de728ebd.ts
 纬来电影台,mitv://ns2.hellotvvod.com:9906/acef7f93a0f74ea6af89e262850a5d8f.ts
 龙祥电影,mitv://ns2.hellotvvod.com:9906/5330bf1b959548b68ed041358c8414e6.ts
 HBO,mitv://ns2.hellotvvod.com:9906/b93033df9b6a4bf28af8b566257f5da6.ts
 东森洋片台,mitv://ns2.hellotvvod.com:9906/f22dce75f01347bc95b00c78c877af2b.ts
 AXN,mitv://ns2.hellotvvod.com:9906/f905610f3341488fbffaa1c88d1489d0.ts
 好莱坞电影台,mitv://ns2.hellotvvod.com:9906/2e5828de8abf40d7a74e6178a7b3547f.ts
 CINEMAX,mitv://ns2.hellotvvod.com:9906/4ed6ae2069b04f08a21c36b973e993d8.ts
 纬来育乐台,mitv://ns2.hellotvvod.com:9906/83da3006117d4993a452b424138d9303.ts
 卫视卡式台,mitv://ns2.hellotvvod.com:9906/609244960008becdca86df725dec17a5.ts
 卫视电影台(亚洲),mitv://ns2.hellotvvod.com:9906/6092449700005ab0ca86e13743085d3c.ts
 HBO强档巨献,mitv://ns2.hellotvvod.com:9906/bdd5baa234a74d669e24f7334a8de484.ts
 香港无线新闻台,mitv://ns2.hellotvvod.com:9906/604c79820003412db9e551b942eb0874.ts
 TVB 星河,mitv://ns2.hellotvvod.com:9906/e91c8f49b9bb4174b7cd336aaa8938db.ts
 阳光卫视,mitv://ns2.hellotvvod.com:9906/8548a9c41bfd4bea9dc94c25617e85a4.ts
 澳门卫视,mitv://147.135.39.171:9906/5f5f266400058adc32f5c5f52daa336c.ts
 澳亚卫视,mitv://147.135.39.171:9906/5f5f2acf000683923307082c4d59188d.ts
 澳门-MACAU,mitv://ns2.hellotvvod.com:9906/892ffc1b77a2461ab29fe45fe72d69b5.ts
 澳门莲花,mitv://ns2.hellotvvod.com:9906/6089930824dc4a86921e6bef52a1fc2e.ts
 now新闻台,mitv://ns2.hellotvvod.com:9906/965d29611a8c4fa7a77462a95bc52c5a.ts
 now直播台,mitv://ns2.hellotvvod.com:9906/cbe7973c8191466c9d4939de7f455324.ts
 迪士尼(粤),mitv://147.135.39.171:9906/60578860000a3515a353117c0c5b1b93.ts
 HKC beIN Sports 1,mitv://ns2.hellotvvod.com:9906/60536006000aa52ed4d9c74d12d50ee8.ts
 HKC beIN Sports 2,mitv://ns2.hellotvvod.com:9906/6053600600046f01d4d9c5b7196a2faa.ts
 HKC新闻台,mitv://ns2.hellotvvod.com:9906/09d02262a19e4deab9463d22c3305e4c.ts
 HKC直播新闻台,mitv://ns2.hellotvvod.com:9906/da5010b099f04ddd9dba414f3f0c7f67.ts
 HKC财经资讯台,mitv://ns2.hellotvvod.com:9906/526faec05f9a4035a379936b87b116f4.ts
 HKC 18,mitv://ns2.hellotvvod.com:9906/60925bda000bdd5acae1c1dd36f87576.ts
 HKC 603,mitv://ns2.hellotvvod.com:9906/60536a0c000375ded500ecd976f06cfd.ts
 HKC体育,mitv://ns2.hellotvvod.com:9906/60925bdb00028a23cae1c3634f536302.ts
 HKC Sports Plus 1,mitv://ns2.hellotvvod.com:9906/60925bdb0008874ecae1c4ea1c9b6d90.ts
 HKC Sports Plus 2,mitv://ns2.hellotvvod.com:9906/60536a0d0000c6f9d500f01508d81705.ts
 HKC综合娱乐台,mitv://ns2.hellotvvod.com:9906/c43ce56111dd47e2a52dd79fbadb3626.ts
 翡翠台,mitv://ns2.hellotvvod.com:9906/1e78ff7373bd46e39f2f40c0a09e81ee.ts
 HBO原创巨献,mitv://ns2.hellotvvod.com:9906/c0f1dbea5af04096a0a82af32fc838a8.ts
 美亚电影台,mitv://ns2.hellotvvod.com:9906/16ca164b6e10418ba81a55b8c38bf6b3.ts
 龙华电影,mitv://ns2.hellotvvod.com:9906/c2b9916b3a4c4f2b9dc3f4390ca9fa82.ts
 星卫电影台,mitv://ns2.hellotvvod.com:9906/a4c102a3880f4ec7ae2805184563e109.ts
 靖天映画,mitv://ns2.hellotvvod.com:9906/b3bd3cfbc9a54eb999a9929c2ed3dba1.ts
 靖天电影台,mitv://ns2.hellotvvod.com:9906/e7a86b3b8a114e30907926a8a251b813.ts
 WARNER TV,mitv://ns2.hellotvvod.com:9906/e36819c1a5c74ab38705022c3113b6a4.ts
 Star Movies,mitv://ns2.hellotvvod.com:9906/1e2cd72fdcc04eaca28970f5990fccd4.ts
 福斯家庭电影台,mitv://ns2.hellotvvod.com:9906/ca1570fc4d98422a9539a716ab6978d8.ts
 AMC最爱电影,mitv://ns2.hellotvvod.com:9906/a598bd018db24da5b52bdebf377efcf9.ts
 FOX CRIME,mitv://ns2.hellotvvod.com:9906/22176f0fc72e40a9903b97f64085d913.ts
 CatchPlay电影台,mitv://ns2.hellotvvod.com:9906/f59c62e6b1f24a2c8621e8aa70971ace.ts
 CinemaWorld,mitv://ns2.hellotvvod.com:9906/1c0d7aa542d443349537306a86079caf.ts
 壹电视电影台,mitv://ns2.hellotvvod.com:9906/31c9b59516e44b2d9d992f946fb84225.ts
 采昌影剧台,mitv://ns2.hellotvvod.com:9906/80155fa735504f4f928739e35a378f86.ts
 东森戏剧台,mitv://ns2.hellotvvod.com:9906/606b23f54e9543c99a247bd7e39c1eb6.ts
 八大戏剧台,mitv://ns2.hellotvvod.com:9906/9726e3d64db3447297f08274ab20bd86.ts
 纬来戏剧台,mitv://ns2.hellotvvod.com:9906/f55952882cae40c5aa9fbdc9faacd10d.ts
 MOMO追剧台,mitv://147.135.39.171:9906/5e5a0c1500031eca3b4f80701a63557e.ts
 公视3台,mitv://ns2.hellotvvod.com:9906/05b8469d34ce41d79545d29d897af57b.ts
 三立戏剧台,mitv://ns2.hellotvvod.com:9906/561a78989ec54e42a3d8125eec178501.ts
 龙华戏剧,mitv://ns2.hellotvvod.com:9906/33aef6bf34f84309a724b1175b37b200.ts
 靖天戏剧台,mitv://ns2.hellotvvod.com:9906/6d974d62f64149b5bdac029aee05b45f.ts
 靖洋戏剧台,mitv://ns2.hellotvvod.com:9906/fe3194fd94db457f97449a99e317e863.ts
J2,mitv://ns2.hellotvvod.com:9906/605452c8000ddf11d88e0de906ea5815.ts
无线新闻台,mitv://ns2.hellotvvod.com:9906/6054551b0002d25ed8971f526d323462.ts
明珠台,mitv://ns2.hellotvvod.com:9906/604c6ea3000a5749b9badc760544752d.ts
无线财经资讯台,mitv://ns2.hellotvvod.com:9906/5ff40b2f00022c296075f64c09b40a99.ts
ViuTV,mitv://ns2.hellotvvod.com:9906/605459fa0005c934d8aa27250cd57191.ts
ViuTVsix,mitv://ns2.hellotvvod.com:9906/605459fa000006b3d8aa25ae58fe6a9e.ts
Mediacorp5,mitv://ns2.hellotvvod.com:9906/60539d7a0006dc52d5c9d3732635679d.ts
Mediacorp8,mitv://ns2.hellotvvod.com:9906/60539d7a0000928ed5c9d1ce0e4a6e7f.ts
CHANNEL NEWSASIA,mitv://ns2.hellotvvod.com:9906/5fb659070004c28e09e2650158ba09f4.ts
MediacorpU,mitv://ns2.hellotvvod.com:9906/60539d79000a3f38d5c9d0667e7a653a.ts
阳光卫视,mitv://ns2.hellotvvod.com:9906/5fb514f50003ddbf04f07e8258c731e5.ts
澳门莲花,mitv://ns2.hellotvvod.com:9906/5ff5bd7f000863cc6716806274ef1036.ts
now新闻台,mitv://ns2.hellotvvod.com:9906/605462ed000424d6d8cd1bf072310cec.ts
now直播台,mitv://ns2.hellotvvod.com:9906/605462ec000d9757d8cd1a7972db1431.ts
RTHK31,mitv://ns2.hellotvvod.com:9906/5fb65a3b0007df0809e718ec345a424f.ts
RTHK32,mitv://ns2.hellotvvod.com:9906/5fb65a3b0002914409e71794405001ed.ts
民视,mitv://ns2.hellotvvod.com:9906/6054657e000af94ed8d7241d24831ac0.ts
民视新闻台,mitv://ns2.hellotvvod.com:9906/6054667900014d4ad8daf61472a6746b.ts
民视台湾台,mitv://ns2.hellotvvod.com:9906/5ff4084000093e64606a828828e47113.ts
民视第一台,mitv://ns2.hellotvvod.com:9906/5ff40840000ef34e606a83ff2b645c09.ts
台视,mitv://ns2.hellotvvod.com:9906/6055a518000b961eddb7a03c2f1557ea.ts
中视,mitv://ns2.hellotvvod.com:9906/6055a519000257dcddb7a1c348cc7b9d.ts
中视新闻,mitv://ns2.hellotvvod.com:9906/5ff3fc21000f0ea1603b2ae7761069fd.ts
中视菁采台,mitv://ns2.hellotvvod.com:9906/5ff4079c0007375a6068015c1a860971.ts
中视经典台,mitv://ns2.hellotvvod.com:9906/5ff4079c000d65cb606802f27f1b03de.ts
华视,mitv://ns2.hellotvvod.com:9906/6055a5e800052edfddbacb1649f91252.ts
华视新闻,mitv://ns2.hellotvvod.com:9906/5ff3fc220005f6be603b2c7e2bc363a4.ts
公视,mitv://ns2.hellotvvod.com:9906/5fc89eac000ec1d1514274296f4d5637.ts
公视台语台,mitv://ns2.hellotvvod.com:9906/5ff3faca000da15e6035eeb279e11019.ts
公视3台,mitv://ns2.hellotvvod.com:9906/5ff3facb0003e9046035f0191b644b45.ts
八大综合台,mitv://ns2.hellotvvod.com:9906/5fc8a128000aef1e514c278f5f6e4fad.ts
八大娱乐台,mitv://ns2.hellotvvod.com:9906/5fc8a042000108b55148a28f693f3237.ts
八大第一台,mitv://ns2.hellotvvod.com:9906/5fc8a0420006e4ca5148a4155c5a661f.ts
八大戏剧台,mitv://ns2.hellotvvod.com:9906/5fc8a12900013eaf514c28f64701660a.ts
八大优频道,mitv://ns2.hellotvvod.com:9906/5ff406ea000cb74e60654b7311fc3f18.ts
东森财经新闻,mitv://ns2.hellotvvod.com:9906/6055b2cc0008b38bdded26a17f68006a.ts
东森新闻,mitv://ns2.hellotvvod.com:9906/5ff414ce000d1296609b8e3257cf6d26.ts
东森综合,mitv://ns2.hellotvvod.com:9906/5ff414ce00013b16609b8b2560e43327.ts
东森电影,mitv://ns2.hellotvvod.com:9906/6055b77f0004da35ddff80df07911894.ts
东森洋片,mitv://ns2.hellotvvod.com:9906/60543549000216a5d81ad2d360254dd0.ts
东森戏剧,mitv://ns2.hellotvvod.com:9906/5ff414ce00077d04609b8cbb4bdf6a4a.ts
东森超视,mitv://ns2.hellotvvod.com:9906/6055bbc00001b48ede101dfc27cc7801.ts
东森幼幼,mitv://ns2.hellotvvod.com:9906/6055bc6b000b6056de12bc6512d35714.ts
东森亚洲卫视,mitv://ns2.hellotvvod.com:9906/6055bd4200026a5ede1601fa22491e11.ts
ETtoday综合台,mitv://ns2.hellotvvod.com:9906/5ff3ffba000ce5a460493803294f6849.ts
三立新闻,mitv://ns2.hellotvvod.com:9906/5ff414cf00034e99609b8f9a46f96fae.ts
三立财经台,mitv://ns2.hellotvvod.com:9906/60543549000e95d5d81ad5ff67f32d39.ts
三立综合台,mitv://ns2.hellotvvod.com:9906/5ff3f7f3000d557b602ad6ca130d4de2.ts
三立台湾台,mitv://ns2.hellotvvod.com:9906/6055c484000b5eabde325e0d05342e12.ts
三立都会台,mitv://ns2.hellotvvod.com:9906/6055c48500032a1bde325fe13a2b7879.ts
三立戏剧台,mitv://ns2.hellotvvod.com:9906/5fdcc603000df3b8058fc29a57e54474.ts
纬来戏剧,mitv://ns2.hellotvvod.com:9906/6055c9370007c495de44b85a69f0401d.ts
纬来综合,mitv://ns2.hellotvvod.com:9906/60561fa5000d0f38df96576259ea4b74.ts
纬来电影,mitv://ns2.hellotvvod.com:9906/60561e65000b846fdf917504419b5394.ts
纬来精采台,mitv://ns2.hellotvvod.com:9906/5ff408d4000f0017606cc61f2d831101.ts
纬来育乐,mitv://ns2.hellotvvod.com:9906/605620680009d2c8df99504f27fd7fc4.ts
纬来体育,mitv://ns2.hellotvvod.com:9906/6056219f000f1cc8df9e107f50f97b2a.ts
纬来日本,mitv://ns2.hellotvvod.com:9906/6056251c000e8693dfabb098418e2ba2.ts
国兴卫视,mitv://ns2.hellotvvod.com:9906/605625c0000e8118dfae313842d4123b.ts
中天新闻,mitv://ns2.hellotvvod.com:9906/605626390002c1d3dfb006e220c472a5.ts
中天综合,mitv://ns2.hellotvvod.com:9906/605626bf00097e09dfb21408581c67f2.ts
中天娱乐,mitv://ns2.hellotvvod.com:9906/605627390008865fdfb3f05938c00e19.ts
TVBS精采台,mitv://ns2.hellotvvod.com:9906/5fc4fc930009411b4311411a76eb5485.ts
TVBS新闻,mitv://ns2.hellotvvod.com:9906/60562932000d02d6dfbba62a51fc698d.ts
TVBS,mitv://ns2.hellotvvod.com:9906/60543617000496afd81df81f64541936.ts
TVBS欢乐,mitv://ns2.hellotvvod.com:9906/60543617000ac121d81df9b50b453f06.ts
寰宇新闻台,mitv://ns2.hellotvvod.com:9906/6056299e000ea335dfbd4c7775e10bfa.ts
壹电视新闻,mitv://ns2.hellotvvod.com:9906/60562a3a000efaa0dfbfade76ff43a75.ts
壹电视综合,mitv://ns2.hellotvvod.com:9906/60562a3a00089482dfbfac4178617cc0.ts
壹电视电影台,mitv://ns2.hellotvvod.com:9906/5fdcb44e000ed447054a97d17bb45cfa.ts
非凡新闻,mitv://ns2.hellotvvod.com:9906/60562b54000b4064dfc3fa8d349043f8.ts
非凡商业,mitv://ns2.hellotvvod.com:9906/5ff409ad00000a9b607011ef391132aa.ts
年代新闻,mitv://ns2.hellotvvod.com:9906/60562c3b000585c9dfc77f6e28515171.ts
龙华电影,mitv://ns2.hellotvvod.com:9906/5ff40abf000ad5cb607442fe3eeb229f.ts
龙华戏剧,mitv://ns2.hellotvvod.com:9906/5fb6815200069dfb0a7fca760a1e0e97.ts
靖天日本台,mitv://ns2.hellotvvod.com:9906/5fd22ce9000e1b7076961c352c952462.ts
靖天综合台,mitv://ns2.hellotvvod.com:9906/5fd22ce90008860f76961ace271f7264.ts
Nice TV靖天欢乐台,mitv://ns2.hellotvvod.com:9906/5fd22cea0005036b76961dcb08dd6bb0.ts
靖天资讯台,mitv://ns2.hellotvvod.com:9906/5fd21b5e00006f66765191c2734a767f.ts
靖天国际台,mitv://ns2.hellotvvod.com:9906/60563341000a878adfe2f026677c28e5.ts
靖天育乐台,mitv://ns2.hellotvvod.com:9906/5fd200f50003db9275ea6875774d680c.ts
靖天映画,mitv://ns2.hellotvvod.com:9906/5fc124a1000cc2b1340db8a400040778.ts
靖天电影台,mitv://ns2.hellotvvod.com:9906/60563341000368b3dfe2ee517f242e21.ts
靖天戏剧台,mitv://ns2.hellotvvod.com:9906/5fc124a100071c32340db72d5cfc6793.ts
靖洋戏剧台,mitv://ns2.hellotvvod.com:9906/60563340000c595ddfe2ecab32850637.ts
亚洲旅游台,mitv://ns2.hellotvvod.com:9906/5ff3f98d0005b5216031166637f125d7.ts
Travel Channel,mitv://ns2.hellotvvod.com:9906/5fc12060000806cf33fd19842dd4481b.ts
Travel Channel,http://cjytv.cqdm.xyz/cjytv/api/dl/港台频道/anbo.php?id=63
EYE TV旅游,mitv://ns2.hellotvvod.com:9906/5ff414cd000b3a02609b89cd6e1b1c9c.ts
Food Network,mitv://ns2.hellotvvod.com:9906/5ff3f86a000a0e5b602ca6c776144472.ts
美食星球,mitv://ns2.hellotvvod.com:9906/5ff414cd0005c3bf609b88666399782e.ts
美食星球,http://cjytv.cqdm.xyz/cjytv/api/dl/港台频道/anbo.php?id=1360
爱尔达体育1台,mitv://ns2.hellotvvod.com:9906/60575228000a970be443a67e4f722369.ts
爱尔达体育2台,mitv://ns2.hellotvvod.com:9906/605752280003c04ce443a4b928776e4f.ts
爱尔达体育3台,mitv://ns2.hellotvvod.com:9906/60575227000d1ab3e443a34247ad41f6.ts
博斯无限,mitv://ns2.hellotvvod.com:9906/605757f4000e56bce45a4c581b82049a.ts
博斯高球,mitv://ns2.hellotvvod.com:9906/605757f40008013ce45a4ab21eca2afe.ts
博斯高球2,mitv://ns2.hellotvvod.com:9906/5fed9dc5000ea190475a89081dfd5ebd.ts
博斯高球2,http://cjytv.cqdm.xyz/cjytv/api/dl/港台频道/anbo.php?id=378
博斯网球,mitv://ns2.hellotvvod.com:9906/605757f40001f629e45a492b0292620b.ts
博斯运动,mitv://ns2.hellotvvod.com:9906/605757f3000adefbe45a47852f4510db.ts
博斯运动2,mitv://ns2.hellotvvod.com:9906/5fed9dc500071e52475a8723281a2544.ts
博斯魅力网,mitv://ns2.hellotvvod.com:9906/5fed9dc4000b3d8f475a844535e1461b.ts
博斯无限二台,mitv://ns2.hellotvvod.com:9906/5fed9dc500017cfc475a85ac215164bc.ts
智林体育台,mitv://ns2.hellotvvod.com:9906/5fce471a0001d214675c68806e5511ad.ts
ELEVEN体育1台,mitv://ns2.hellotvvod.com:9906/5ff40c86000ca865607b34d34d315bbe.ts
ELEVEN体育2台,mitv://ns2.hellotvvod.com:9906/5ff40c8600074ee6607b336c4b4111cd.ts
OUTDOOR,mitv://ns2.hellotvvod.com:9906/5ff5bdeb0004f29c671825676004173c.ts
Z频道,mitv://ns2.hellotvvod.com:9906/6057613c0009e592e47e8c6f64960514.ts
采昌影剧台,mitv://ns2.hellotvvod.com:9906/5ff409fc00009147607146a6049f17fb.ts
星卫电影台,mitv://ns2.hellotvvod.com:9906/60576283000a000ae48389d601026dcd.ts
星卫娱乐台,mitv://ns2.hellotvvod.com:9906/5ff4093200084d46606e339a689e482b.ts
卫视电影台,mitv://ns2.hellotvvod.com:9906/605765fb000d685ce49117715e6a23df.ts
卫视西片,mitv://ns2.hellotvvod.com:9906/605765fb00075962e49115db2a753558.ts
卫视中文台,mitv://ns2.hellotvvod.com:9906/605765fb0000e09ce4911435016d3686.ts
天映经典,mitv://ns2.hellotvvod.com:9906/60576ba5000a47dfe4a736b672d30d69.ts
天映频道,mitv://ns2.hellotvvod.com:9906/6054783f00050348d920647e1f9b09e0.ts
龙祥电影,mitv://ns2.hellotvvod.com:9906/60576e35000b21a6e4b13965546f368d.ts
美亚电影台,mitv://ns2.hellotvvod.com:9906/60576e35000551b2e4b137ee19424ca3.ts
Lifetime娱乐频道,mitv://ns2.hellotvvod.com:9906/5fc4fc9300037d2543113f931c6c0340.ts
AMC最爱电影,mitv://ns2.hellotvvod.com:9906/5fc4e5220004e7d242b5ae895d4d61c8.ts
好莱坞电影台,mitv://ns2.hellotvvod.com:9906/6057719e000300c1e4be897a395a40b2.ts
HKC电影台,mitv://ns2.hellotvvod.com:9906/5fb659b8000a2b5009e519d05908799e.ts
凤凰电影台,mitv://ns2.hellotvvod.com:9906/6057719d000bf54fe4be87e36ff2349d.ts
AXN,mitv://ns2.hellotvvod.com:9906/6057719d0005f9cde4be865d7e7004ab.ts
AXN亚洲,mitv://ns2.hellotvvod.com:9906/5ff3fa5500077fd6603424133f812184.ts
CINEMAX,mitv://ns2.hellotvvod.com:9906/6057784b000737c4e4d89e5b5345042c.ts
